	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
3764	ENSG00000157837.11	chr12:121193159-121342161,-	-	SPPL3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	178746	21	coding	0.97701	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr12:121342140..121342169,-	10.1264751249454	148137	11201	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPPL3	51,9	14,6	6,2	10,8	19,2	28,7	2,399006193	1,184763499	TATA-less	CpG	SPPL3	chr12
3765	ENSG00000157869.10	chr4:11890747-13486751,-	-	RAB28	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46552	27	coding	0.97556	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr4:13485937..13485971,-	22.2103689335712	594447	60975	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RAB28	37	7,1	2,6	5	9,7	16,26	6,293702875	1,919784813	TATA-less	CpG	RAB28	chr4
3766	ENSG00000157870.10	chr1:2517924-2523125,+	+	FAM213B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46122	21	coding	0.93873	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr1:2518202..2518291,+	7.60762559197214	5202	2779	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM213B	25,7	2,5	0,14	1,2	4,3	9,78	10,09448684	2,580980826	TATA-less	CpG	FAM213B	chr1
3767	ENSG00000157881.9	chr1:2439972-2458035,-	-	PANK4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	86779	16	coding	0.9954700000000001	ENCODE:FANTOM:GENCODE	3	chr1:2458026..2458056,-	18.7981682011285	18064	5868	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PANK4	44,7	11,8	5,2	8,6	16,4	26,66	1,831855291	1,212012309	TATA-less	CpG	PANK4	chr1
3768	ENSG00000157895.7	chr12:121440185-121454290,-	-	C12orf43	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	58083	12	coding	0.9983700000000001	FANTOM:GENCODE:HUBDMAP	3	chr12:121454282..121454304,-	7.11942187613461	14106	2576	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C12orf43	40,8	9,8	4,5	7,5	12	17,4	5,236133871	1,345076681	TATA-less	CpG	C12orf43	chr12
3769	ENSG00000157911.5	chr1:2332812-2345266,-	-	PEX10	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	76476	24	coding	0.893	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr1:2343951..2344018,-	5.299880117909559	10461	5574	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PEX10	96,6	11,6	3	7,4	16,2	25,56	17,98522305	2,430511475	TATA-less	CpG	PEX10	chr1
3770	ENSG00000157916.14	chr1:2322587-2337673,+	+	RER1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	580271	22	coding	0.83709	FANTOM:GENCODE:HUBDMAP	3	chr1:2323260..2323307,+	7.308112601923679	15087	4523	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RER1	415,2	90,7	41,5	64,1	130,3	190	2,613559718	1,198255037	TATA-less	CpG	RER1	chr1
3771	ENSG00000157954.10	chr7:5229864-5286369,+	+	WIPI2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	198307	27	coding	0.9774700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr7:5229848..5229900,+	14.295994065048498	56506	4431	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@WIPI2	96,9	31,8	18,14	25,9	40,9	55,74	2,316203084	1,032603559	TATA-less	CpG	WIPI2	chr7
3772	ENSG00000158006.9	chr1:26282162-26363137,-	-	PAFAH2	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	35986	29	coding	0.9679	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:26324534..26324589,-	15.760781066665	62594	32028	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PAFAH2	28,6	3,8	0,8	2,4	5,4	9,6	9,516791158	2,018092695	TATA-less	CpG	PAFAH2	chr1
3773	ENSG00000158042.8	chr11:6694544-6948098,-	-	MRPL17	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	322357	14	coding	0.9921	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:6704513..6704578,-	4.720320298775981	251299	20659	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MRPL17	198,2	53,8	6,86	26,6	81,3	135,42	0,535707447	0,849749902	TATA-less	CpG	MRPL17	chr11
3774	ENSG00000158079.10	chr9:96793095-96913506,+	+	PTPDC1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	37591	13	coding	0.89875	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:96793079..96793128,+	11.257823714460098	120412	18645	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PTPDC1	37,7	3,8	0,54	2,2	6,2	10,96	10,95082205	2,11285012	TATA-less	CpG	PTPDC1	chr9
3775	ENSG00000158092.2	chr3:136581075-136672653,+	+	NCK1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	220594	18	coding	0.74333	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr3:136581042..136581089,+	5.11880387385987	91545	16199	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NCK1	71	21,6	8,44	16,7	28,9	49,06	1,800461871	1,202601861	TATA-less	CpG	NCK1	chr3
3776	ENSG00000158109.10	chr1:3536182-3546728,+	+	TPRG1L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	133703	8	coding	0.94195	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:3541543..3541658,+	3.9382679092048503	10515	6883	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TPRG1L	101,9	20,2	4,14	10,6	30,7	53,96	3,028433921	1,494621982	TATA-less	CpG	TPRG1L	chr1
3777	ENSG00000158122.7	chr9:99401239-99417599,-	-	AAED1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	106640	9	coding	0.98356	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:99417562..99417609,-	5.49857347111225	16361	6671	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C9orf21	135,4	16,2	4,34	10,6	24,4	53,14	8,81660323	2,548239008	TATA-less	CpG	C9orf21	chr9
3778	ENSG00000158158.7	chr2:97426639-97477628,+	+	CNNM4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	52152	11	coding	0.97465	ENCODE:FANTOM:GENCODE	3	chr2:97426631..97426649,+	8.06314633350443	50990	7400	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CNNM4	60,7	6,4	2,2	4	9,9	19,8	14,93467692	3,042361814	TATA-less	CpG	CNNM4	chr2
3779	ENSG00000158161.11	chr1:28286760-28415103,-	-	EYA3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	141523	23	coding	0.92876	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:28415078..28415165,-	19.6168836733589	118348	38365	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@EYA3	102,1	21,1	9,14	14,7	29,3	50,02	5,379278541	1,868461762	TATA-less	CpG	EYA3	chr1
3780	ENSG00000158169.7	chr9:97847756-98079991,-	-	FANCC	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	49047	38	coding	0.86167	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr9:98079965..98080008,-	14.039119121443902	231701	17958	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FANCC	53,4	5,7	1,2	3,5	8,9	16,56	10,92636913	2,271133854	TATA-less	CpG	FANCC	chr9
3781	ENSG00000158195.6	chr1:27716589-27855882,-	-	WASF2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	329912	17	coding	0.99887	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:27816641..27816687,-	7.82664506861029	100736	12352	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@WASF2	302,2	51	21,94	37,4	69	104,54	14,42341464	2,807270705	TATA-less	CpG	WASF2	chr1
3782	ENSG00000158411.6	chr2:99777890-99797495,-	-	MITD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	182369	13	coding	-0.17098	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr2:99797473..99797530,-	8.17014312940872	19041	3295	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MITD1	98	23,8	9,04	17	35	61,16	2,185395757	1,37987344	TATA-less	CpG	MITD1	chr2
3783	ENSG00000158435.3	chr2:101869348-101906130,+	+	CNOT11	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	143009	17	coding	0.92745	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr2:101869329..101869388,+	6.23577220342143	24224	21544	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C2orf29	57,8	22,2	11,18	17,3	28,5	39,3	0,984076679	0,810292015	TATA-less	CpG	C2orf29	chr2
3784	ENSG00000158480.6	chr20:48506570-48533899,-	-	SPATA2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	86839	13	coding	0.93921	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr20:48532019..48532044,-	1.80088772611308	25459	24041	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPATA2	46,1	5,8	2,3	4	9	23,26	7,31780341	2,497907504	TATA-less	CpG	SPATA2	chr20
3785	ENSG00000158483.11	chr11:71498560-71524062,+	+	FAM86C1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	10103	8	coding	0.9727399999999999	ENCODE:FANTOM:GENCODE	3	chr11:71498552..71498587,+	7.27521565828663	25503	23608	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM86C1	10,3	1,2	0	0,5	2,1	4,4	4,954382101	1,862805539	TATA-less	CpG	FAM86C1	chr11
3787	ENSG00000158545.11	chr16:88636817-88698456,+	+	ZC3H18	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	132662	28	coding	0.8755299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr16:88636795..88636827,+	18.672565260261397	61558	6044	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZC3H18	85,6	21,3	11,34	16,6	27,3	39,26	3,816903565	1,288439009	TATA-less	CpG	ZC3H18	chr16
3788	ENSG00000158552.8	chr2:220071507-220074375,+	+	ZFAND2B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	55369	25	coding	0.8817799999999999	FANTOM:GENCODE	2	chr2:220071490..220071537,+	7.77327698109127	2869	2151	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZFAND2B	42,9	7,9	3,2	5,7	11	17,4	7,327671538	1,919774736	TATA-less	CpG	ZFAND2B	chr2
3789	ENSG00000158604.10	chr7:44615512-44646400,-	-	TMED4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	347776	9	coding	0.9715799999999999	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr7:44621777..44621863,-	3.91322851664073	29002	3957	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TMED4	348	59,8	33,24	46,6	75,5	111,02	19,23295143	2,756922743	TATA-less	CpG	TMED4	chr7
3790	ENSG00000158623.10	chr7:130134890-130353577,-	-	COPG2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	132545	9	coding	0.9545899999999999	ENCODE:FANTOM:GENCODE	3	chr7:130353553..130353595,-	10.699855545319	59129	17036	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@COPG2	107,2	18,7	5,3	12,7	25,3	39,08	5,986009312	1,49664251	TATA-less	CpG	COPG2	chr7
3791	ENSG00000158636.12	chr11:76155779-76271615,+	+	C11orf30	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	133921	57	coding	0.67397	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr11:76156045..76156099,+	21.964401625219104	108410	13563	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C11orf30	125,1	18,9	6,34	12,5	28,7	49,66	7,610469205	2,103766729	TATA-less	CpG	C11orf30	chr11
3792	ENSG00000158669.7	chr8:41427754-41482600,+	+	AGPAT6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	146311	37	coding	0.97057	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:41435696..41435734,+	14.4126865887495	46914	7084	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AGPAT6	121	17,5	8	13,4	23,2	36,4	20,13484728	3,154680935	TATA-less	CpG	AGPAT6	chr8
3793	ENSG00000158691.10	chr6:28332420-28367518,-	-	ZSCAN12	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	17833	20	coding	0.84252	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr6:28367510..28367537,-	5.34617191013826	25685	16775	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZSCAN12	14,7	2	0	1	3,4	5,86	4,664213519	1,6031852	TATA-less	CpG	ZSCAN12	chr6
3794	ENSG00000158710.10	chr1:159850330-159907604,-	-	TAGLN2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	3480700	14	coding	0.99597	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:159895286..159895305,-	20.797880425223898	44968	13128	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CCDC19,p1@TAGLN2	4699,7	490,9	56,06	277	854,9	1609,44	7,193429485	2,072678857	TATA-less	CpG	TAGLN2	chr1
3795	ENSG00000213085.5	chr1:159804251-159916030,-	-	CCDC19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	3187649	16	coding	0.99597	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:159895286..159895305,-	34.993453882378695	111553	18553	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CCDC19,p1@TAGLN2	4699,7	490,9	56,06	277	854,9	1609,44	7,193429485	2,072678857	TATA-less	CpG	TAGLN2	chr1
3796	ENSG00000158711.9	chr1:205566749-205649635,-	-	ELK4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	73219	12	coding	0.8727	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:205601093..205601158,-	7.8683200270983304	77206	16073	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ELK4	38,7	7,3	2,3	4,9	11,2	18,46	3,269016286	1,406265631	TATA-less	CpG	ELK4	chr1
3797	ENSG00000158773.10	chr1:161009038-161015767,-	-	USF1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type4:at_least_4_exons	tier4_stringent	144789	21	coding	0.68121	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr1:161015706..161015747,-	22.0061271107504	6730	1807	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@USF1	68,5	10,1	4,34	7,3	14,3	23,48	12,41320076	2,571935539	TATA-less	CpG-less	USF1	chr1
3798	ENSG00000158792.11	chr16:89761316-89773593,-	-	SPATA2L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	16744	4	coding	0.91127	ENCODE:FANTOM:GENCODE	3	chr16:89768097..89768126,-	2.74465058474989	12278	9260	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPATA2L	19,8	2	0,3	1,2	3,1	5,8	13,21026622	2,664088626	TATA-less	CpG	SPATA2L	chr16
3799	ENSG00000158793.9	chr1:161087600-161100125,+	+	NIT1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	153570	19	coding	-0.41703	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:161087873..161087925,+	5.5438831199799905	8527	5866	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NIT1	99,6	24	11,02	18,8	30,7	43,96	5,556484329	1,609759085	TATA-less	CpG	NIT1	chr1
3800	ENSG00000158796.12	chr1:161090246-161123944,-	-	DEDD	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	96159	16	coding	0.75175	FANTOM:GENCODE:MITRANS	3	chr1:161102367..161102413,-	6.643478395249139	33392	3871	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DEDD	34,7	7,8	3,2	5,7	10,3	15,56	5,179244696	1,533695824	TATA-less	CpG	DEDD	chr1
3801	ENSG00000158828.5	chr1:20959971-20978237,+	+	PINK1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	175029	6	coding	0.99865	FANTOM:GENCODE:MITRANS	3	chr1:20959943..20959992,+	6.8905513780526695	18034	3866	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PINK1	189	19,8	3,1	9,2	38,4	89,02	5,557196496	2,113648039	TATA-less	CpG-less	PINK1	chr1
3802	ENSG00000158850.10	chr1:161138352-161155225,-	-	B4GALT3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	212771	22	coding	0.97977	ENCODE:FANTOM:GENCODE:MITRANS	4	chr1:161147277..161147322,-	7.28226476391958	16874	6082	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@B4GALT3	173,7	31,2	15,02	23,9	41,8	64,08	11,0632505	2,426342743	TATA-less	CpG	B4GALT3	chr1
3803	ENSG00000158863.17	chr8:21944912-21966553,+	+	FAM160B2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	92969	34	coding	0.9945	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:21946681..21946720,+	16.8743418342865	21642	9741	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM160B2	57,2	7,4	2,14	4,9	10,7	17,76	10,56296965	1,971245637	TATA-less	CpG	FAM160B2	chr8
3804	ENSG00000158864.8	chr1:161165131-161202039,+	+	NDUFS2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	458405	40	coding	0.98016	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr1:161172143..161172169,+	19.326391255578102	34832	6964	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NDUFS2	407,5	68	33,9	53,2	83,8	120,04	23,85401725	3,120974719	TATA-less	CpG	NDUFS2	chr1
3805	ENSG00000158882.8	chr1:161187786-161204894,+	+	TOMM40L	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46168	15	coding	0.9894700000000001	ENCODE:FANTOM:GENCODE:MITRANS	4	chr1:161195835..161195864,+	10.9317803449925	13114	7027	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TOMM40L	23,6	4,3	0,2	2,5	6,7	12,08	2,666277657	1,360655505	TATA-less	CpG-less	TOMM40L	chr1
3806	ENSG00000158941.12	chr8:22451745-22479027,+	+	CCAR2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	332441	54	coding	0.99524	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr8:22462236..22462330,+	25.3628866275268	26378	6017	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA1967	167,1	38	19,6	29,4	48,6	69,68	7,368526639	1,741474272	TATA-less	CpG	KIAA1967	chr8
3807	ENSG00000158987.15	chr5:130753527-131079363,-	-	RAPGEF6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	120085	43	coding	0.9185700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr5:130970848..130970965,-	29.8146970933043	217331	13988	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RAPGEF6	154,6	16,4	4,14	8,9	26,5	50	14,50160743	2,85395046	TATA-less	CpG	RAPGEF6	chr5
3808	ENSG00000159055.3	chr21:33619504-33656805,-	-	MIS18A	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	46408	8	uncertain	0.73397	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:33651324..33651366,-	4.22231429958358	31834	5848	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MIS18A	46,6	5	1,1	2,8	9,8	21,76	5,982492711	2,189925309	TATA-less	CpG	MIS18A	chr21
3809	ENSG00000159063.8	chr11:77808672-77850664,-	-	ALG8	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	188804	30	coding	0.8403299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:77850629..77850686,-	13.779608530620301	38677	3463	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ALG8	186,9	27,1	6,08	18	39	65,76	13,16644849	2,853535502	TATA-less	CpG	ALG8	chr11
3810	ENSG00000159079.14	chr21:33964389-33985152,-	-	C21orf59	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	238851	15	coding	0.99265	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:33984650..33984726,-	6.560284137243661	14887	14055	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C21orf59	115	25,6	5,96	17,1	35,6	60,28	3,178114448	1,391155038	TATA-less	CpG	C21orf59	chr21
3811	ENSG00000265590.5	chr21:33854479-33984896,-	-	AP000275.65	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	229033	16	coding	0.99265	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:33984650..33984726,-	9.296236721005538	87328	25146	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C21orf59	115	25,6	5,96	17,1	35,6	60,28	3,178114448	1,391155038	TATA-less	CpG	C21orf59	chr21
3812	ENSG00000159111.8	chr17:45900505-45908889,-	-	MRPL10	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	341906	10	coding	0.8664299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:45908875..45908913,-	4.58451052952071	8252	2233	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@MRPL10	216,7	46,6	21,58	33,6	65,7	108,32	4,093958494	1,653805261	TATA-less	CpG	MRPL10	chr17
3813	ENSG00000159131.12	chr21:34847990-34915785,-	-	GART	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	252521	35	coding	0.92399	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:34914394..34914440,-	20.9800132628179	55104	4790	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GART	167,9	33,2	8,44	21	52,8	83,74	2,825406165	1,348263139	TATA-less	CpG	GART	chr21
3814	ENSG00000159140.13	chr21:34914525-34952691,+	+	SON	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	803711	56	coding	0.87625	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr21:34915337..34915397,+	13.107222744761698	38167	18124	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SON	613,9	126,3	50,88	87,2	188,9	315,14	3,387043728	1,532856653	TATA-less	CpG	SON	chr21
3815	ENSG00000159147.13	chr21:34931848-34960982,-	-	DONSON	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	102522	22	coding	0.97851	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr21:34960948..34961024,-	9.89914816557625	22867	2362	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DONSON	94	10,1	2,4	4,9	20,3	40,26	5,901064016	2,003980087	TATA-less	CpG	DONSON	chr21
